promo,temp_c,rain_mm,humidity,staff_count,department,dept_note,date_time,checkouts
,25.88,0.0,42.0,11,General,mixed baskets,2022-03-28 03:00:00,55
,26.24,0.0,53.1,9,Produce,fresh fruit and veg,2022-03-28 04:00:00,32
,26.45,0.0,64.9,8,General,mixed baskets,2022-03-28 05:00:00,42
,31.07,0.0,59.5,9,Produce,fresh fruit and veg,2022-03-28 06:00:00,59
,24.38,0.0,53.9,4,General,mixed baskets,2022-03-28 07:00:00,41
,25.94,0.0,62.5,5,Dairy,milk and yogurt aisle,2022-03-28 08:00:00,48
,21.76,0.0,55.5,3,Bakery,bread and pastry,2022-03-28 09:00:00,32
,22.36,0.0,61.4,10,General,mixed baskets,2022-03-28 10:00:00,118
,24.56,0.0,64.0,5,Frozen,frozen foods,2022-03-28 11:00:00,68
,25.66,0.0,47.0,6,General,mixed baskets,2022-03-28 12:00:00,81
,25.49,2.21,74.8,9,Dairy,milk and yogurt aisle,2022-03-28 13:00:00,82
,27.56,0.0,53.9,11,Frozen,frozen foods,2022-03-28 14:00:00,59
,27.8,0.0,55.5,8,Bakery,bread and pastry,2022-03-28 15:00:00,44
,28.49,5.28,72.3,12,Dairy,milk and yogurt aisle,2022-03-28 16:00:00,36
,25.57,0.0,52.7,11,Produce,fresh fruit and veg,2022-03-28 17:00:00,59
,27.2,0.0,51.4,10,Frozen,frozen foods,2022-03-28 18:00:00,79
,24.19,0.0,59.2,7,General,mixed baskets,2022-03-28 19:00:00,76
,26.88,2.85,58.6,10,Produce,fresh fruit and veg,2022-03-28 20:00:00,66
,27.18,0.0,58.7,7,Produce,fresh fruit and veg,2022-03-28 21:00:00,22
,24.73,4.51,74.3,3,Produce,fresh fruit and veg,2022-03-28 22:00:00,26
,17.96,0.0,50.3,8,Bakery,bread and pastry,2022-03-28 23:00:00,42
,24.36,0.0,52.3,3,Produce,fresh fruit and veg,2022-03-29 00:00:00,43
,32.4,5.37,75.2,6,General,mixed baskets,2022-03-29 01:00:00,40
,25.74,0.0,54.6,5,Frozen,frozen foods,2022-03-29 02:00:00,38
,24.39,0.38,61.0,7,Dairy,milk and yogurt aisle,2022-03-29 03:00:00,18
,26.25,0.0,54.4,4,Dairy,milk and yogurt aisle,2022-03-29 04:00:00,40
,28.76,0.0,52.2,9,General,mixed baskets,2022-03-29 05:00:00,27
,26.82,0.0,53.1,7,General,mixed baskets,2022-03-29 06:00:00,40
,25.47,0.0,57.4,8,Dairy,milk and yogurt aisle,2022-03-29 07:00:00,45
,22.78,0.0,64.3,7,Produce,fresh fruit and veg,2022-03-29 08:00:00,31
,25.24,0.0,41.4,11,Dairy,milk and yogurt aisle,2022-03-29 09:00:00,27
,23.0,1.87,56.6,7,Dairy,milk and yogurt aisle,2022-03-29 10:00:00,106
,26.86,0.0,51.7,12,Produce,fresh fruit and veg,2022-03-29 11:00:00,99
,29.74,0.0,48.5,7,Dairy,milk and yogurt aisle,2022-03-29 12:00:00,87
,28.61,0.0,51.1,13,Dairy,milk and yogurt aisle,2022-03-29 13:00:00,58
,24.5,0.0,64.2,8,Bakery,bread and pastry,2022-03-29 14:00:00,39
,23.52,0.0,63.0,5,General,mixed baskets,2022-03-29 15:00:00,47
,22.51,0.0,50.1,11,Bakery,bread and pastry,2022-03-29 16:00:00,53
,27.08,0.0,43.3,8,Frozen,frozen foods,2022-03-29 17:00:00,66
,27.4,0.0,58.2,12,Dairy,milk and yogurt aisle,2022-03-29 18:00:00,67
,27.95,0.0,58.7,8,General,mixed baskets,2022-03-29 19:00:00,69
,26.82,0.0,45.4,13,Frozen,frozen foods,2022-03-29 20:00:00,85
,22.95,0.0,56.5,6,General,mixed baskets,2022-03-29 21:00:00,25
,21.18,0.0,58.3,7,Bakery,bread and pastry,2022-03-29 22:00:00,38
,28.75,0.0,60.2,3,Produce,fresh fruit and veg,2022-03-29 23:00:00,28
,23.88,0.0,50.9,3,Frozen,frozen foods,2022-03-30 00:00:00,43
,30.71,0.0,58.9,6,Frozen,frozen foods,2022-03-30 01:00:00,21
,20.7,0.0,53.6,8,General,mixed baskets,2022-03-30 02:00:00,44
,23.21,0.0,61.7,3,Frozen,frozen foods,2022-03-30 03:00:00,34
,23.63,0.0,56.9,7,General,mixed baskets,2022-03-30 04:00:00,37
,26.62,1.67,64.9,6,Frozen,frozen foods,2022-03-30 05:00:00,46
,27.62,1.43,59.3,9,Produce,fresh fruit and veg,2022-03-30 06:00:00,53
,24.58,0.0,52.9,6,General,mixed baskets,2022-03-30 07:00:00,19
,27.45,9.82,86.2,7,General,mixed baskets,2022-03-30 08:00:00,52
,22.71,0.0,61.8,5,Dairy,milk and yogurt aisle,2022-03-30 09:00:00,46
,24.7,0.0,51.9,5,Dairy,milk and yogurt aisle,2022-03-30 10:00:00,91
,22.93,0.0,57.7,12,General,mixed baskets,2022-03-30 11:00:00,111
,24.56,0.64,76.2,5,General,mixed baskets,2022-03-30 12:00:00,97
,24.35,0.0,49.8,10,General,mixed baskets,2022-03-30 13:00:00,110
,26.71,0.0,44.4,13,Dairy,milk and yogurt aisle,2022-03-30 14:00:00,32
,34.53,0.0,47.4,10,Frozen,frozen foods,2022-03-30 15:00:00,29
,22.52,0.0,52.6,8,General,mixed baskets,2022-03-30 16:00:00,54
,25.44,0.0,54.9,7,Bakery,bread and pastry,2022-03-30 17:00:00,100
,27.65,0.0,37.2,13,General,mixed baskets,2022-03-30 18:00:00,82
,26.12,0.0,39.2,13,Dairy,milk and yogurt aisle,2022-03-30 19:00:00,85
,29.48,0.0,61.1,8,Produce,fresh fruit and veg,2022-03-30 20:00:00,69
,23.39,0.0,43.7,8,Bakery,bread and pastry,2022-03-30 21:00:00,24
,27.88,1.1,63.6,3,General,mixed baskets,2022-03-30 22:00:00,37
,23.98,0.0,64.6,11,Bakery,bread and pastry,2022-03-30 23:00:00,58
,27.99,0.0,30.5,5,Produce,fresh fruit and veg,2022-03-31 00:00:00,17
,26.36,0.0,59.3,6,Produce,fresh fruit and veg,2022-03-31 01:00:00,34
,26.56,0.0,55.2,7,General,mixed baskets,2022-03-31 02:00:00,17
,24.48,6.75,72.5,10,Frozen,frozen foods,2022-03-31 03:00:00,41
,21.33,0.0,58.0,8,Dairy,milk and yogurt aisle,2022-03-31 04:00:00,50
,23.19,0.0,54.5,6,Dairy,milk and yogurt aisle,2022-03-31 05:00:00,25
,27.71,0.93,62.0,10,General,mixed baskets,2022-03-31 06:00:00,35
,25.29,0.0,69.5,3,General,mixed baskets,2022-03-31 07:00:00,55
,27.78,0.0,57.3,6,Produce,fresh fruit and veg,2022-03-31 08:00:00,38
,22.64,0.0,45.3,5,General,mixed baskets,2022-03-31 09:00:00,25
,27.54,0.0,66.0,6,Produce,fresh fruit and veg,2022-03-31 10:00:00,79
,28.46,0.0,63.8,11,Bakery,bread and pastry,2022-03-31 11:00:00,70
,20.43,0.0,66.4,11,Bakery,bread and pastry,2022-03-31 12:00:00,104
,26.75,0.0,58.0,6,Bakery,bread and pastry,2022-03-31 13:00:00,86
,30.79,0.33,63.0,6,Bakery,bread and pastry,2022-03-31 14:00:00,52
,24.06,0.0,70.6,9,General,mixed baskets,2022-03-31 15:00:00,50
,28.44,0.0,54.4,7,Bakery,bread and pastry,2022-03-31 16:00:00,32
,26.05,0.0,50.1,6,Bakery,bread and pastry,2022-03-31 17:00:00,68
,28.09,0.01,66.5,5,Bakery,bread and pastry,2022-03-31 18:00:00,84
,24.99,0.0,52.3,9,General,mixed baskets,2022-03-31 19:00:00,76
,24.02,0.0,64.1,9,General,mixed baskets,2022-03-31 20:00:00,78
,24.89,0.0,50.8,9,General,mixed baskets,2022-03-31 21:00:00,20
,25.05,1.13,54.7,3,Dairy,milk and yogurt aisle,2022-03-31 22:00:00,50
,24.49,0.0,57.4,8,Bakery,bread and pastry,2022-03-31 23:00:00,29
April Promo,23.77,0.0,57.6,9,Produce,fresh fruit and veg,2022-04-01 00:00:00,12
April Promo,28.72,0.0,49.0,11,General,mixed baskets,2022-04-01 01:00:00,32
April Promo,24.51,0.0,68.0,5,Produce,fresh fruit and veg,2022-04-01 02:00:00,45
April Promo,22.95,0.0,51.7,8,Dairy,milk and yogurt aisle,2022-04-01 03:00:00,65
April Promo,23.62,0.0,60.7,9,Produce,fresh fruit and veg,2022-04-01 04:00:00,35
April Promo,27.18,0.0,47.9,8,General,mixed baskets,2022-04-01 05:00:00,24
April Promo,20.4,1.86,55.9,6,Produce,fresh fruit and veg,2022-04-01 06:00:00,65
April Promo,27.21,0.0,50.6,10,General,mixed baskets,2022-04-01 07:00:00,41
April Promo,27.75,0.0,56.4,4,Dairy,milk and yogurt aisle,2022-04-01 08:00:00,36
April Promo,29.16,0.0,56.4,10,General,mixed baskets,2022-04-01 09:00:00,27
April Promo,24.87,0.0,56.8,13,General,mixed baskets,2022-04-01 10:00:00,82
April Promo,23.92,0.26,56.1,12,Produce,fresh fruit and veg,2022-04-01 11:00:00,112
April Promo,26.41,0.0,62.4,5,General,mixed baskets,2022-04-01 12:00:00,91
April Promo,26.32,0.0,62.3,9,Bakery,bread and pastry,2022-04-01 13:00:00,88
April Promo,29.25,0.0,51.7,5,Frozen,frozen foods,2022-04-01 14:00:00,33
April Promo,26.11,0.0,56.3,8,Dairy,milk and yogurt aisle,2022-04-01 15:00:00,58
April Promo,24.91,4.26,71.5,8,Dairy,milk and yogurt aisle,2022-04-01 16:00:00,32
April Promo,22.65,0.0,60.9,9,General,mixed baskets,2022-04-01 17:00:00,82
April Promo,25.46,0.0,59.2,12,Bakery,bread and pastry,2022-04-01 18:00:00,78
April Promo,26.17,0.0,52.5,12,Dairy,milk and yogurt aisle,2022-04-01 19:00:00,77
April Promo,28.93,0.0,52.6,6,Produce,fresh fruit and veg,2022-04-01 20:00:00,64
April Promo,26.25,0.0,55.8,3,Produce,fresh fruit and veg,2022-04-01 21:00:00,47
April Promo,29.35,0.0,59.1,9,Frozen,frozen foods,2022-04-01 22:00:00,59
April Promo,29.08,0.0,46.8,6,Bakery,bread and pastry,2022-04-01 23:00:00,39
,24.07,0.0,47.4,10,Bakery,bread and pastry,2022-04-02 00:00:00,48
,23.14,0.0,52.0,11,Frozen,frozen foods,2022-04-02 01:00:00,44
,24.4,0.0,55.9,8,Produce,fresh fruit and veg,2022-04-02 02:00:00,62
,25.4,0.0,50.0,7,Frozen,frozen foods,2022-04-02 03:00:00,56
,23.97,0.0,51.8,8,Produce,fresh fruit and veg,2022-04-02 04:00:00,58
,27.74,3.5,59.3,3,General,mixed baskets,2022-04-02 05:00:00,60
,27.67,0.0,59.2,9,Bakery,bread and pastry,2022-04-02 06:00:00,42
,29.01,0.99,42.4,10,General,mixed baskets,2022-04-02 07:00:00,69
,26.69,0.0,55.1,10,Produce,fresh fruit and veg,2022-04-02 08:00:00,62
,24.9,0.0,49.9,3,Bakery,bread and pastry,2022-04-02 09:00:00,59
,27.01,0.65,57.3,9,Produce,fresh fruit and veg,2022-04-02 10:00:00,117
,23.72,0.17,57.1,9,Frozen,frozen foods,2022-04-02 11:00:00,126
,26.36,0.0,31.5,7,Produce,fresh fruit and veg,2022-04-02 12:00:00,115
,24.09,0.0,63.9,13,Bakery,bread and pastry,2022-04-02 13:00:00,104
,28.88,0.0,60.8,11,Bakery,bread and pastry,2022-04-02 14:00:00,73
,19.34,0.0,67.5,6,General,mixed baskets,2022-04-02 15:00:00,54
,28.11,0.0,61.3,10,Dairy,milk and yogurt aisle,2022-04-02 16:00:00,51
,28.2,0.0,62.3,12,Bakery,bread and pastry,2022-04-02 17:00:00,76
,25.89,3.87,71.0,8,Produce,fresh fruit and veg,2022-04-02 18:00:00,95
,26.84,0.0,67.7,12,Produce,fresh fruit and veg,2022-04-02 19:00:00,82
,26.51,0.0,44.6,9,Dairy,milk and yogurt aisle,2022-04-02 20:00:00,88
,29.23,0.0,54.4,3,General,mixed baskets,2022-04-02 21:00:00,65
,30.13,0.0,47.9,9,General,mixed baskets,2022-04-02 22:00:00,60
,26.03,0.0,62.0,10,General,mixed baskets,2022-04-02 23:00:00,72
,30.08,0.0,57.2,5,General,mixed baskets,2022-04-03 00:00:00,63
,24.39,0.95,70.8,9,General,mixed baskets,2022-04-03 01:00:00,55
,27.04,0.0,56.3,3,General,mixed baskets,2022-04-03 02:00:00,56
,27.09,0.0,53.8,4,Produce,fresh fruit and veg,2022-04-03 03:00:00,53
,22.84,0.0,53.8,10,Bakery,bread and pastry,2022-04-03 04:00:00,67
,26.82,0.0,49.3,11,Bakery,bread and pastry,2022-04-03 05:00:00,60
,24.33,0.0,39.1,6,General,mixed baskets,2022-04-03 06:00:00,55
,27.98,0.0,54.9,4,Bakery,bread and pastry,2022-04-03 07:00:00,70
,23.78,0.0,51.7,5,General,mixed baskets,2022-04-03 08:00:00,61
,21.56,0.0,51.6,8,Dairy,milk and yogurt aisle,2022-04-03 09:00:00,54
,22.75,0.0,46.1,7,Frozen,frozen foods,2022-04-03 10:00:00,96
,26.05,0.0,55.9,12,Frozen,frozen foods,2022-04-03 11:00:00,120
,26.77,0.0,46.9,11,Frozen,frozen foods,2022-04-03 12:00:00,117
,26.85,0.0,57.3,12,Dairy,milk and yogurt aisle,2022-04-03 13:00:00,115
,24.09,0.0,53.3,8,Produce,fresh fruit and veg,2022-04-03 14:00:00,54
,27.97,0.0,52.6,13,Bakery,bread and pastry,2022-04-03 15:00:00,49
,24.62,10.99,75.6,12,General,mixed baskets,2022-04-03 16:00:00,57
,25.44,0.0,57.7,13,Produce,fresh fruit and veg,2022-04-03 17:00:00,97
,28.45,0.0,61.9,9,General,mixed baskets,2022-04-03 18:00:00,93
,25.59,0.0,54.1,6,Bakery,bread and pastry,2022-04-03 19:00:00,93
,21.3,0.0,50.5,8,General,mixed baskets,2022-04-03 20:00:00,89
,27.78,0.0,59.9,5,Bakery,bread and pastry,2022-04-03 21:00:00,64
,26.0,0.0,61.3,5,General,mixed baskets,2022-04-03 22:00:00,62
,25.03,0.0,51.7,10,Frozen,frozen foods,2022-04-03 23:00:00,50
,29.21,0.0,76.6,10,Dairy,milk and yogurt aisle,2022-04-04 00:00:00,49
,24.42,0.0,64.8,8,Produce,fresh fruit and veg,2022-04-04 01:00:00,49
,27.62,0.0,66.9,3,Frozen,frozen foods,2022-04-04 02:00:00,49
,26.33,0.0,58.4,5,Bakery,bread and pastry,2022-04-04 03:00:00,38
,32.48,1.08,61.5,11,General,mixed baskets,2022-04-04 04:00:00,37
,21.49,0.0,47.3,4,Produce,fresh fruit and veg,2022-04-04 05:00:00,26
,26.48,0.0,53.1,11,Dairy,milk and yogurt aisle,2022-04-04 06:00:00,49
,26.85,0.0,55.5,7,Dairy,milk and yogurt aisle,2022-04-04 07:00:00,14
,28.73,0.0,60.6,9,Frozen,frozen foods,2022-04-04 08:00:00,35
,24.93,0.0,51.1,3,Bakery,bread and pastry,2022-04-04 09:00:00,35
,24.4,0.0,48.4,5,Dairy,milk and yogurt aisle,2022-04-04 10:00:00,105
,29.46,0.0,64.3,13,Produce,fresh fruit and veg,2022-04-04 11:00:00,94
,24.92,0.0,56.0,9,Dairy,milk and yogurt aisle,2022-04-04 12:00:00,83
,26.68,0.0,62.6,13,Frozen,frozen foods,2022-04-04 13:00:00,77
,25.86,0.0,56.0,13,General,mixed baskets,2022-04-04 14:00:00,31
,26.94,0.78,52.6,8,General,mixed baskets,2022-04-04 15:00:00,41
,22.62,0.0,54.9,9,Produce,fresh fruit and veg,2022-04-04 16:00:00,40
,24.63,6.03,53.8,11,Dairy,milk and yogurt aisle,2022-04-04 17:00:00,72
,25.85,0.0,62.8,12,Dairy,milk and yogurt aisle,2022-04-04 18:00:00,66
,26.25,0.0,59.5,10,Bakery,bread and pastry,2022-04-04 19:00:00,72
,28.73,0.0,64.3,8,Produce,fresh fruit and veg,2022-04-04 20:00:00,86
,27.26,0.0,53.4,3,General,mixed baskets,2022-04-04 21:00:00,26
,27.42,0.0,70.7,10,Frozen,frozen foods,2022-04-04 22:00:00,40
,25.84,0.0,64.8,11,General,mixed baskets,2022-04-04 23:00:00,59
,29.12,0.0,41.2,9,Produce,fresh fruit and veg,2022-04-05 00:00:00,46
,24.46,0.0,41.1,7,Produce,fresh fruit and veg,2022-04-05 01:00:00,34
,25.74,0.16,57.6,6,Bakery,bread and pastry,2022-04-05 02:00:00,47
,22.26,0.0,44.1,8,Frozen,frozen foods,2022-04-05 03:00:00,30
,23.35,0.0,53.9,3,General,mixed baskets,2022-04-05 04:00:00,40
,28.1,0.0,53.7,6,Produce,fresh fruit and veg,2022-04-05 05:00:00,58
,25.86,0.0,52.6,7,Dairy,milk and yogurt aisle,2022-04-05 06:00:00,62
,21.34,0.0,66.9,8,General,mixed baskets,2022-04-05 07:00:00,19
,25.86,0.0,59.6,7,General,mixed baskets,2022-04-05 08:00:00,48
,25.38,0.35,61.2,3,Frozen,frozen foods,2022-04-05 09:00:00,63
,23.14,0.0,56.9,12,Produce,fresh fruit and veg,2022-04-05 10:00:00,88
,26.8,0.0,78.6,6,Produce,fresh fruit and veg,2022-04-05 11:00:00,98
,25.3,0.0,65.5,13,Frozen,frozen foods,2022-04-05 12:00:00,113
,25.99,0.0,49.6,6,Dairy,milk and yogurt aisle,2022-04-05 13:00:00,89
,28.32,0.0,59.5,11,Dairy,milk and yogurt aisle,2022-04-05 14:00:00,45
,24.43,0.05,49.4,10,Bakery,bread and pastry,2022-04-05 15:00:00,39
,28.66,0.0,53.7,13,Dairy,milk and yogurt aisle,2022-04-05 16:00:00,16
,25.29,0.0,54.4,8,General,mixed baskets,2022-04-05 17:00:00,79
,25.32,0.0,44.1,13,Produce,fresh fruit and veg,2022-04-05 18:00:00,72
,29.18,0.0,40.3,11,General,mixed baskets,2022-04-05 19:00:00,86
,26.91,0.0,45.4,8,Dairy,milk and yogurt aisle,2022-04-05 20:00:00,100
,24.95,0.0,59.4,11,General,mixed baskets,2022-04-05 21:00:00,48
,25.67,0.0,33.0,6,Produce,fresh fruit and veg,2022-04-05 22:00:00,35
,26.5,0.0,59.8,4,General,mixed baskets,2022-04-05 23:00:00,45
,22.32,0.0,38.2,11,General,mixed baskets,2022-04-06 00:00:00,42
,27.62,0.0,48.7,5,Produce,fresh fruit and veg,2022-04-06 01:00:00,52
,25.94,0.0,50.8,7,Produce,fresh fruit and veg,2022-04-06 02:00:00,22
,22.72,0.0,60.9,5,General,mixed baskets,2022-04-06 03:00:00,26
,23.6,0.0,55.0,8,General,mixed baskets,2022-04-06 04:00:00,15
,28.11,0.0,46.3,9,Produce,fresh fruit and veg,2022-04-06 05:00:00,47
,22.79,0.0,50.3,11,Frozen,frozen foods,2022-04-06 06:00:00,39
,31.31,1.78,62.3,8,Bakery,bread and pastry,2022-04-06 07:00:00,32
,23.28,0.0,63.6,7,Dairy,milk and yogurt aisle,2022-04-06 08:00:00,31
,26.46,0.91,59.9,6,Frozen,frozen foods,2022-04-06 09:00:00,33
,19.57,0.0,54.1,6,General,mixed baskets,2022-04-06 10:00:00,83
,25.76,0.0,52.9,10,General,mixed baskets,2022-04-06 11:00:00,91
,24.64,0.0,67.5,9,Dairy,milk and yogurt aisle,2022-04-06 12:00:00,89
,27.14,0.0,48.5,8,Frozen,frozen foods,2022-04-06 13:00:00,111
,26.42,0.0,51.4,11,Produce,fresh fruit and veg,2022-04-06 14:00:00,43
,25.1,0.0,57.8,10,Produce,fresh fruit and veg,2022-04-06 15:00:00,30
,31.3,0.0,65.1,8,General,mixed baskets,2022-04-06 16:00:00,32
,27.85,0.0,41.3,10,Produce,fresh fruit and veg,2022-04-06 17:00:00,89
,24.09,0.0,62.7,10,Produce,fresh fruit and veg,2022-04-06 18:00:00,80
,26.79,0.0,64.2,8,Produce,fresh fruit and veg,2022-04-06 19:00:00,78
,18.7,0.0,57.0,10,Dairy,milk and yogurt aisle,2022-04-06 20:00:00,83
,24.45,0.0,39.9,5,Bakery,bread and pastry,2022-04-06 21:00:00,59
,29.01,0.0,49.3,6,General,mixed baskets,2022-04-06 22:00:00,25
,24.51,0.0,53.8,8,General,mixed baskets,2022-04-06 23:00:00,31
,26.24,0.0,57.2,11,Produce,fresh fruit and veg,2022-04-07 00:00:00,19
,23.0,0.35,46.1,7,Dairy,milk and yogurt aisle,2022-04-07 01:00:00,45
,27.84,0.0,53.0,6,Bakery,bread and pastry,2022-04-07 02:00:00,35
,26.16,0.0,60.6,7,Frozen,frozen foods,2022-04-07 03:00:00,31
,25.87,0.0,50.6,4,Produce,fresh fruit and veg,2022-04-07 04:00:00,30
,28.2,0.0,52.5,3,Bakery,bread and pastry,2022-04-07 05:00:00,48
,29.95,6.81,71.7,9,General,mixed baskets,2022-04-07 06:00:00,38
,27.85,0.0,43.7,9,General,mixed baskets,2022-04-07 07:00:00,33
,21.53,1.47,56.5,7,Produce,fresh fruit and veg,2022-04-07 08:00:00,55
,26.85,0.0,53.2,4,Dairy,milk and yogurt aisle,2022-04-07 09:00:00,27
,26.51,0.0,60.9,8,General,mixed baskets,2022-04-07 10:00:00,79
,22.99,0.0,48.6,12,General,mixed baskets,2022-04-07 11:00:00,126
,21.81,0.0,44.5,6,Produce,fresh fruit and veg,2022-04-07 12:00:00,90
,24.82,0.0,51.0,8,Dairy,milk and yogurt aisle,2022-04-07 13:00:00,88
,25.09,2.4,55.1,6,Produce,fresh fruit and veg,2022-04-07 14:00:00,31
,25.66,0.0,59.4,6,General,mixed baskets,2022-04-07 15:00:00,38
,24.0,0.0,50.5,7,General,mixed baskets,2022-04-07 16:00:00,49
,26.22,0.0,42.5,13,General,mixed baskets,2022-04-07 17:00:00,84
,26.56,0.0,59.8,11,Dairy,milk and yogurt aisle,2022-04-07 18:00:00,81
,25.1,0.0,54.3,9,General,mixed baskets,2022-04-07 19:00:00,71
,26.78,0.0,56.4,11,Produce,fresh fruit and veg,2022-04-07 20:00:00,57
,24.35,0.0,58.1,9,General,mixed baskets,2022-04-07 21:00:00,43
,21.89,0.0,63.4,9,Produce,fresh fruit and veg,2022-04-07 22:00:00,58
,25.8,2.42,54.9,5,General,mixed baskets,2022-04-07 23:00:00,52
,28.0,3.56,70.6,5,Frozen,frozen foods,2022-04-08 00:00:00,37
,32.54,0.0,55.5,4,Dairy,milk and yogurt aisle,2022-04-08 01:00:00,49
,20.48,0.0,55.4,7,Frozen,frozen foods,2022-04-08 02:00:00,35
,24.53,2.48,61.6,6,General,mixed baskets,2022-04-08 03:00:00,39
,23.6,0.0,51.2,11,General,mixed baskets,2022-04-08 04:00:00,25
,26.47,0.0,56.6,3,Dairy,milk and yogurt aisle,2022-04-08 05:00:00,36
,23.6,0.0,55.2,6,General,mixed baskets,2022-04-08 06:00:00,41
,26.11,0.0,60.4,7,General,mixed baskets,2022-04-08 07:00:00,37
,28.27,0.0,66.8,11,Dairy,milk and yogurt aisle,2022-04-08 08:00:00,49
,23.92,0.0,47.1,3,Produce,fresh fruit and veg,2022-04-08 09:00:00,62
,25.62,0.0,70.4,7,General,mixed baskets,2022-04-08 10:00:00,110
,29.84,0.0,63.6,11,Bakery,bread and pastry,2022-04-08 11:00:00,91
,28.01,0.0,45.8,8,General,mixed baskets,2022-04-08 12:00:00,86
,21.76,0.0,53.9,12,Dairy,milk and yogurt aisle,2022-04-08 13:00:00,87
,30.99,0.0,54.9,12,Produce,fresh fruit and veg,2022-04-08 14:00:00,28
,24.11,0.0,64.3,11,Dairy,milk and yogurt aisle,2022-04-08 15:00:00,40
,26.57,0.0,47.2,11,Produce,fresh fruit and veg,2022-04-08 16:00:00,45
,24.78,0.0,68.6,10,General,mixed baskets,2022-04-08 17:00:00,77
,24.68,0.0,46.3,11,Bakery,bread and pastry,2022-04-08 18:00:00,77
,24.08,0.0,52.1,11,Produce,fresh fruit and veg,2022-04-08 19:00:00,76
,27.37,0.0,50.1,5,Produce,fresh fruit and veg,2022-04-08 20:00:00,73
,23.88,0.0,45.1,7,Bakery,bread and pastry,2022-04-08 21:00:00,31
,22.67,0.0,45.9,7,Produce,fresh fruit and veg,2022-04-08 22:00:00,60
,24.4,0.0,50.3,9,General,mixed baskets,2022-04-08 23:00:00,52
,25.8,0.0,52.8,8,Produce,fresh fruit and veg,2022-04-09 00:00:00,49
,20.79,0.0,50.0,10,Dairy,milk and yogurt aisle,2022-04-09 01:00:00,49
,27.79,0.94,50.4,7,Produce,fresh fruit and veg,2022-04-09 02:00:00,52
,24.01,0.0,34.4,8,Produce,fresh fruit and veg,2022-04-09 03:00:00,60
,27.61,0.06,52.9,4,Bakery,bread and pastry,2022-04-09 04:00:00,75
,29.26,0.53,71.5,3,Frozen,frozen foods,2022-04-09 05:00:00,72
,26.6,0.24,68.9,7,Frozen,frozen foods,2022-04-09 06:00:00,72
,27.15,0.44,65.5,8,Bakery,bread and pastry,2022-04-09 07:00:00,73
,24.69,2.72,60.0,5,Produce,fresh fruit and veg,2022-04-09 08:00:00,73
,24.14,1.26,62.8,11,General,mixed baskets,2022-04-09 09:00:00,68
,21.08,0.0,50.7,11,Frozen,frozen foods,2022-04-09 10:00:00,120
,25.33,0.0,51.2,9,Produce,fresh fruit and veg,2022-04-09 11:00:00,113
,24.45,0.0,56.2,7,Dairy,milk and yogurt aisle,2022-04-09 12:00:00,94
,19.9,0.0,63.1,13,Bakery,bread and pastry,2022-04-09 13:00:00,113
,26.5,1.41,55.3,5,Produce,fresh fruit and veg,2022-04-09 14:00:00,81
,29.61,0.0,49.7,6,General,mixed baskets,2022-04-09 15:00:00,53
,26.82,0.0,54.7,9,General,mixed baskets,2022-04-09 16:00:00,52
,28.72,0.0,43.2,11,Dairy,milk and yogurt aisle,2022-04-09 17:00:00,107
,25.15,0.0,61.8,12,Frozen,frozen foods,2022-04-09 18:00:00,95
,23.28,0.0,63.1,12,Frozen,frozen foods,2022-04-09 19:00:00,89
,25.98,0.0,64.4,12,Dairy,milk and yogurt aisle,2022-04-09 20:00:00,113
,24.95,0.78,63.5,10,Dairy,milk and yogurt aisle,2022-04-09 21:00:00,67
,22.98,0.0,50.3,7,Produce,fresh fruit and veg,2022-04-09 22:00:00,69
,28.4,0.42,54.4,5,Frozen,frozen foods,2022-04-09 23:00:00,53
,26.22,0.0,47.5,3,Frozen,frozen foods,2022-04-10 00:00:00,65
,24.16,0.0,57.4,11,Dairy,milk and yogurt aisle,2022-04-10 01:00:00,64
,26.29,0.0,72.3,9,Produce,fresh fruit and veg,2022-04-10 02:00:00,69
,25.43,2.89,55.8,3,Produce,fresh fruit and veg,2022-04-10 03:00:00,73
,27.35,0.0,60.2,7,Bakery,bread and pastry,2022-04-10 04:00:00,73
,29.79,0.0,65.9,10,Produce,fresh fruit and veg,2022-04-10 05:00:00,62
,24.26,0.0,46.7,9,Produce,fresh fruit and veg,2022-04-10 06:00:00,68
,22.83,0.0,71.9,11,Bakery,bread and pastry,2022-04-10 07:00:00,46
,29.25,0.0,49.7,11,General,mixed baskets,2022-04-10 08:00:00,67
,31.8,0.0,54.2,9,Bakery,bread and pastry,2022-04-10 09:00:00,68
,24.29,0.0,58.3,8,Bakery,bread and pastry,2022-04-10 10:00:00,110
,23.54,0.0,62.4,12,Dairy,milk and yogurt aisle,2022-04-10 11:00:00,105
,22.82,0.0,61.4,10,Produce,fresh fruit and veg,2022-04-10 12:00:00,114
,25.8,0.0,53.0,12,Bakery,bread and pastry,2022-04-10 13:00:00,100
,26.08,0.0,49.8,5,General,mixed baskets,2022-04-10 14:00:00,64
,25.17,0.0,36.4,6,Bakery,bread and pastry,2022-04-10 15:00:00,63
,27.91,0.0,51.0,8,Dairy,milk and yogurt aisle,2022-04-10 16:00:00,48
,23.78,0.0,65.1,13,Dairy,milk and yogurt aisle,2022-04-10 17:00:00,95
,24.34,0.0,48.7,10,General,mixed baskets,2022-04-10 18:00:00,107
