transaction_id,customer_id,age,account_age_days,credit_limit,merchant_category,channel,device_type,payment_method,country,amount,hour,day_of_week,is_weekend,distance_from_home_km,distance_from_last_txn_km,num_txn_last_24h,num_txn_last_7d,avg_txn_amount_30d,ratio_to_avg_amount,time_since_last_txn_min,is_international,online_order,used_chip,used_pin,high_risk_merchant,is_fraud
TXN00337,1510,44,2820,5000,atm_withdrawal,online,android,chip,IN,207.28,8,3,0,2.87,30.94,1,3,286.29,0.724,417.2,0,1,1,1,1,0
TXN00338,1146,28,3396,25000,luxury,online,pos_terminal,swipe,IN,243.9,4,3,0,5.75,41.87,3,11,236.68,1.031,26.2,0,1,0,0,1,1
TXN00339,1147,47,1039,25000,atm_withdrawal,online,android,card_not_present,IN,104.79,14,6,1,7.76,8.38,5,11,134.68,0.778,318.9,0,1,0,1,1,0
TXN00340,1863,18,3008,5000,restaurant,atm,pos_terminal,card_not_present,SG,34.55,14,2,0,13.7,2.32,1,7,14.61,2.365,56.9,1,0,0,0,0,0
TXN00341,1710,56,670,10000,fuel,pos,android,contactless,US,76.74,2,1,0,11.46,12.9,1,8,115.95,0.662,115.2,1,0,0,0,0,1
TXN00342,1819,48,2869,5000,fuel,atm,desktop,contactless,SG,60.14,18,2,0,35.37,44.48,1,5,79.9,0.753,187.2,1,0,0,0,0,0
TXN00343,1488,45,3414,10000,luxury,online,pos_terminal,card_not_present,AE,842.93,2,5,1,0.06,24.68,5,17,735.9,1.145,421.0,1,1,0,1,1,1
TXN00344,1928,55,2689,25000,grocery,online,android,chip,IN,49.27,5,3,0,4.6,23.75,2,10,42.41,1.162,435.4,0,1,1,1,0,0
TXN00345,1935,65,1891,15000,restaurant,online,pos_terminal,chip,IN,98.45,3,2,0,2.37,32.58,1,8,51.54,1.91,17.4,0,1,1,0,0,0
TXN00346,1639,56,2886,10000,restaurant,pos,ios,card_not_present,IN,36.6,23,3,0,1.02,26.93,0,4,50.49,0.725,81.6,0,0,0,0,0,0
TXN00347,1550,18,1235,10000,online_retail,atm,pos_terminal,card_not_present,IN,82.6,12,2,0,19.4,17.97,1,6,109.23,0.756,283.7,0,0,0,1,0,0
TXN00348,1337,24,715,5000,luxury,online,desktop,card_not_present,IN,1104.42,12,4,0,49.57,15.2,2,10,1277.04,0.865,218.6,0,1,0,0,1,0
TXN00349,1871,33,1881,10000,electronics,pos,android,swipe,OTHER,412.23,10,3,0,1.59,3.69,3,10,215.08,1.917,4.8,1,0,0,0,1,0
TXN00350,1640,42,3465,15000,electronics,online,android,chip,IN,110.79,4,1,0,0.31,11.65,1,10,79.19,1.399,107.6,0,1,1,0,1,0
TXN00351,1778,49,217,50000,grocery,mobile,android,swipe,GB,25.66,0,4,0,2.57,8.84,0,5,24.39,1.052,318.2,1,0,0,1,0,0
TXN00352,1987,31,3644,25000,travel,online,android,chip,IN,382.4,8,5,1,14.41,23.76,7,10,275.01,1.39,240.9,0,1,1,1,1,0
TXN00353,1952,44,1649,5000,fuel,mobile,android,chip,OTHER,52.73,16,2,0,2.78,8.12,0,8,48.55,1.086,95.5,1,0,1,0,0,0
TXN00354,1472,31,1717,25000,electronics,pos,android,card_not_present,SG,241.16,21,6,1,0.47,1.64,4,10,161.85,1.49,239.2,1,0,0,0,1,0
TXN00355,1945,33,1014,25000,atm_withdrawal,pos,ios,chip,GB,232.42,0,5,1,0.43,0.06,1,5,190.47,1.22,144.2,1,0,1,0,1,0
TXN00356,1150,22,577,25000,luxury,pos,desktop,card_not_present,IN,703.52,2,3,0,4.46,13.59,3,15,832.09,0.845,438.8,0,0,0,0,1,0
TXN00357,1414,29,2802,10000,fuel,online,android,swipe,US,72.64,14,4,0,21.49,9.58,1,7,106.84,0.68,159.2,1,1,0,0,0,0
TXN00358,1989,23,3003,10000,electronics,pos,android,contactless,GB,361.51,20,5,1,2.69,4.82,3,12,311.63,1.16,92.2,1,0,0,1,1,0
TXN00359,1297,28,1461,10000,luxury,pos,ios,chip,IN,1277.53,22,1,0,115.8043560960495,2.22,4,5,1332.71,3.722,357.7,0,0,1,1,1,1
TXN00360,1610,56,905,5000,grocery,mobile,android,chip,IN,8.38,9,6,1,0.86,7.54,3,9,4.71,1.779,9.2,0,0,1,1,0,0
TXN00361,1262,28,647,10000,grocery,atm,android,chip,IN,36.38,7,3,0,5.44,1.27,0,4,38.16,0.953,415.4,0,0,1,1,0,0
TXN00362,1763,78,2491,10000,grocery,online,android,card_not_present,GB,27.69,11,4,0,9.54,4.92,2,7,41.7,0.664,214.5,1,1,0,0,0,0
TXN00363,1143,48,1395,10000,online_retail,pos,pos_terminal,card_not_present,SG,1348.96,21,5,1,98.10236599206064,5.72,6,9,45.04,2.888,508.2,1,0,0,0,0,1
TXN00364,1345,44,1273,15000,grocery,pos,pos_terminal,swipe,SG,34.9,14,4,0,2.82,7.52,1,7,25.17,1.387,51.9,1,0,0,0,0,0
TXN00365,1623,29,932,10000,luxury,pos,ios,chip,IN,625.56,8,4,0,14.76,7.54,3,9,349.68,1.789,213.7,0,0,1,0,1,0
TXN00366,1571,51,192,5000,travel,online,desktop,card_not_present,IN,639.15,23,5,1,0.08,3.56,2,7,664.55,0.962,298.4,0,1,0,0,1,0
TXN00367,1880,33,2004,50000,online_retail,mobile,ios,chip,AE,57.42,9,0,0,8.1,22.78,0,6,69.8,0.823,218.0,1,0,1,0,0,0
TXN00368,1001,43,3321,50000,fuel,online,desktop,chip,IN,73.25,19,2,0,4.01,5.27,3,8,34.38,2.131,42.5,0,1,1,0,0,0
TXN00369,1896,77,299,25000,travel,pos,desktop,contactless,SG,940.18,8,3,0,2.83,3.13,2,10,455.37,2.065,58.0,1,0,0,0,1,0
TXN00370,1303,40,661,50000,online_retail,online,ios,card_not_present,GB,126.4,14,3,0,8.57,2.32,3,8,182.47,0.693,150.6,1,1,0,0,0,0
TXN00371,1253,58,935,15000,restaurant,pos,android,chip,IN,22.99,22,6,1,14.4,4.67,1,5,21.78,1.056,106.6,0,0,1,0,0,0
TXN00372,1651,32,3501,50000,restaurant,pos,android,chip,US,46.85,20,6,1,6.54,0.84,2,10,44.77,1.046,239.1,1,0,1,0,0,0
TXN00373,1452,41,3283,5000,online_retail,online,ios,card_not_present,IN,97.29,20,6,1,0.25,0.4,2,11,149.19,0.652,85.7,0,1,0,0,0,0
TXN00374,1036,66,2044,10000,luxury,online,pos_terminal,chip,SG,813.19,0,3,0,4.95,11.15,2,6,637.75,1.275,353.2,1,1,1,1,1,0
TXN00375,1159,33,1671,10000,restaurant,pos,ios,chip,IN,47.87,1,4,0,4.97,11.58,2,6,70.68,0.677,101.8,0,0,1,0,0,0
TXN00376,1008,67,234,5000,restaurant,pos,pos_terminal,contactless,US,38.68,18,6,1,6.28,9.05,1,10,60.69,0.637,7.4,1,0,0,1,0,0
TXN00377,1232,51,611,5000,grocery,mobile,pos_terminal,card_not_present,IN,46.71,13,5,1,8.89,17.24,4,8,32.23,1.449,3.2,0,0,0,0,0,0
TXN00378,1098,34,1609,15000,grocery,pos,android,swipe,SG,24.75,7,2,0,0.16,0.48,0,6,25.17,0.983,187.3,1,0,0,0,0,0
TXN00379,1658,50,870,25000,fuel,pos,desktop,card_not_present,SG,109.86,5,1,0,5.58,32.98,1,9,114.39,0.96,140.0,1,0,0,0,0,0
TXN00380,1815,55,1866,15000,online_retail,pos,desktop,contactless,IN,223.59,11,3,0,7.1,1.2,3,4,321.84,0.695,140.9,0,0,0,0,0,0
TXN00381,1207,50,1281,5000,travel,pos,pos_terminal,chip,US,496.98,14,5,1,3.36,13.45,4,12,380.04,1.308,280.9,1,0,1,0,1,1
TXN00382,1130,20,1749,25000,travel,pos,pos_terminal,card_not_present,IN,995.32,2,2,0,40.212876180876364,1.72,4,13,477.89,4.116,84.8,0,0,0,1,1,1
TXN00383,1403,31,1672,15000,atm_withdrawal,atm,desktop,swipe,US,251.67,20,2,0,2.07,25.43,2,7,393.92,0.639,970.6,1,0,0,0,1,0
TXN00384,1151,38,2673,10000,atm_withdrawal,pos,android,chip,IN,229.34,0,0,0,3.05,8.58,2,7,323.0,0.71,523.8,0,0,1,0,1,0
TXN00385,1053,40,2327,15000,luxury,online,desktop,contactless,US,515.63,10,5,1,26.32,1.03,2,7,768.79,0.671,2.3,1,1,0,0,1,0
TXN00386,1119,50,904,10000,electronics,online,android,chip,IN,243.51,2,3,0,3.42,11.51,0,8,304.39,0.8,407.0,0,1,1,0,1,0
TXN00387,1672,44,1494,10000,restaurant,online,desktop,chip,IN,39.33,18,6,1,3.4,0.11,1,6,58.4,0.673,205.4,0,1,1,1,0,0
TXN00388,1919,23,3634,50000,fuel,mobile,pos_terminal,chip,IN,65.69,17,4,0,7.24,17.95,1,6,39.27,1.673,125.5,0,0,1,1,0,0
TXN00389,1627,47,2273,10000,fuel,mobile,ios,swipe,US,70.72,19,6,1,28.32,12.62,1,5,88.74,0.797,157.3,1,0,0,0,0,0
TXN00390,1586,50,719,10000,fuel,pos,ios,card_not_present,IN,39.07,1,2,0,32.63,2.87,1,4,49.94,0.782,332.0,0,0,0,0,0,0
TXN00391,1624,49,2040,25000,electronics,atm,ios,contactless,GB,138.43,6,2,0,6.93,5.64,2,6,128.33,1.079,543.0,1,0,0,0,1,0
TXN00392,1967,57,3620,15000,travel,online,ios,card_not_present,GB,192.9,7,1,0,0.01,0.09,3,9,95.62,2.017,147.9,1,1,0,0,1,0
TXN00393,1419,53,3171,5000,atm_withdrawal,mobile,android,chip,IN,188.62,18,6,1,18.47,14.2,3,10,216.33,0.872,36.0,0,0,1,0,1,0
TXN00394,1421,48,2716,5000,grocery,online,desktop,chip,SG,44.72,21,0,0,6.76,4.68,2,9,20.67,2.164,183.8,1,1,1,0,0,0
TXN00395,1103,41,1452,5000,restaurant,mobile,pos_terminal,chip,IN,52.53,14,2,0,3.65,10.17,1,5,45.12,1.164,14.3,0,0,1,0,0,0
TXN00396,1851,18,2031,15000,online_retail,atm,pos_terminal,chip,IN,103.29,9,2,0,14.14,37.68,1,7,90.11,1.146,181.5,0,0,1,0,0,0
TXN00397,1253,48,701,10000,fuel,pos,android,chip,US,36.55,21,4,0,4.08,4.27,3,6,58.43,0.626,297.6,1,0,1,0,0,0
TXN00398,1226,44,3304,5000,online_retail,online,pos_terminal,card_not_present,US,44.41,0,4,0,0.28,55.55,3,5,33.74,1.316,78.5,1,1,0,0,0,0
TXN00399,1111,45,1201,50000,fuel,mobile,desktop,card_not_present,SG,68.51,5,1,0,13.77,12.02,3,8,94.86,0.722,13.3,1,0,0,0,0,0
TXN00400,1509,24,1525,15000,online_retail,mobile,android,card_not_present,IN,1032.22,22,5,1,31.97527341534802,3.33,7,6,14.34,2.734,212.1,0,0,0,0,0,1
TXN00401,1472,26,973,10000,travel,pos,android,chip,IN,346.9,13,1,0,3.3,6.89,5,9,359.29,0.966,74.6,0,0,1,0,1,0
TXN00402,1098,56,2276,15000,grocery,online,android,card_not_present,IN,174.72,2,1,0,2.31,16.19,5,10,182.41,0.958,51.6,0,1,0,0,0,1
TXN00403,1152,41,1479,15000,grocery,pos,pos_terminal,chip,US,21.43,10,4,0,7.21,7.1,1,7,24.74,0.866,210.3,1,0,1,0,0,0
TXN00404,1860,51,2569,5000,online_retail,pos,ios,chip,SG,63.16,2,6,1,1.87,0.85,1,8,86.66,0.729,628.7,1,0,1,0,0,0
TXN00405,1913,42,925,10000,luxury,online,desktop,card_not_present,US,186.67,18,6,1,3.13,2.22,1,5,245.34,0.761,246.2,1,1,0,1,1,0
TXN00406,1895,42,2219,25000,electronics,pos,android,contactless,IN,219.84,9,6,1,8.1,18.8,4,9,288.7,0.761,121.7,0,0,0,0,1,0
TXN00407,1877,55,1366,10000,restaurant,atm,desktop,chip,IN,162.22,14,5,1,17.07,12.54,2,11,149.04,1.088,165.2,0,0,1,1,0,0
TXN00408,1337,34,194,15000,online_retail,pos,android,swipe,IN,103.42,10,4,0,6.09,10.12,4,9,131.65,0.786,27.6,0,0,0,0,0,0
TXN00409,1705,43,2391,10000,luxury,atm,ios,chip,IN,428.1,14,0,0,11.39,2.2,5,11,423.64,1.011,302.0,0,0,1,1,1,0
TXN00410,1821,35,2098,5000,restaurant,pos,ios,card_not_present,IN,182.57,23,3,0,11.52,21.82,1,8,87.7,2.082,166.9,0,0,0,0,0,0
TXN00411,1162,35,1135,5000,online_retail,pos,android,swipe,AE,30.68,12,3,0,8.73,38.85,2,7,45.04,0.681,607.8,1,0,0,1,0,0
TXN00412,1719,37,3232,10000,online_retail,pos,pos_terminal,card_not_present,GB,102.69,4,0,0,2.26,0.5,2,12,150.77,0.681,699.6,1,0,0,1,0,0
TXN00413,1956,45,1783,10000,atm_withdrawal,pos,android,chip,SG,155.45,3,6,1,16.13,0.97,2,2,122.41,1.27,78.8,1,0,1,0,1,1
TXN00414,1680,35,3061,5000,electronics,pos,desktop,swipe,SG,218.24,12,3,0,4.59,25.93,3,9,326.64,0.668,804.5,1,0,0,0,1,0
TXN00415,1995,59,2382,25000,electronics,pos,ios,swipe,IN,389.69,8,5,1,0.36,20.28,1,6,510.33,0.764,565.7,0,0,0,0,1,0
TXN00416,1160,29,1968,50000,grocery,online,ios,contactless,AE,23.49,16,4,0,2.24,11.55,2,9,20.69,1.135,183.8,1,1,0,1,0,0
TXN00417,1579,39,400,25000,restaurant,pos,android,chip,IN,65.32,1,3,0,11.6,34.8,1,3,52.11,1.254,73.0,0,0,1,0,0,0
TXN00418,1800,35,1910,25000,restaurant,online,android,card_not_present,GB,60.91,23,5,1,0.57,12.48,3,10,95.64,0.637,252.0,1,1,0,0,0,0
TXN00419,1397,62,882,10000,grocery,pos,pos_terminal,card_not_present,SG,27.87,4,4,0,1.28,2.92,4,11,34.98,0.797,57.0,1,0,0,0,0,0
TXN00420,1276,44,413,50000,online_retail,mobile,android,card_not_present,IN,233.81,15,5,1,9.48,15.65,7,12,199.81,1.17,178.9,0,0,0,0,0,0
TXN00421,1815,56,1961,5000,travel,mobile,pos_terminal,card_not_present,GB,361.93,6,0,0,17.85,12.45,2,4,423.6,0.854,4.5,1,0,0,0,1,0
TXN00422,1915,21,2522,50000,grocery,online,pos_terminal,card_not_present,IN,41.7,0,1,0,8.04,51.01,1,12,45.28,0.921,178.3,0,1,0,0,0,0
TXN00423,1503,45,454,50000,luxury,pos,android,contactless,SG,340.94,11,0,0,2.01,2.89,2,6,350.98,0.971,545.1,1,0,0,0,1,0
TXN00424,1895,54,2238,15000,fuel,pos,android,card_not_present,SG,54.84,20,3,0,0.44,10.93,3,9,64.36,0.852,48.3,1,0,0,0,0,0
TXN00425,1391,43,3279,50000,grocery,mobile,desktop,chip,IN,162.52,10,4,0,7.64,18.18,3,9,169.86,0.957,271.1,0,0,1,1,0,0
TXN00426,1134,56,658,15000,online_retail,pos,pos_terminal,swipe,IN,69.62,11,5,1,0.39,4.97,2,5,82.55,0.843,62.5,0,0,0,1,0,0
TXN00427,1194,34,924,10000,restaurant,pos,pos_terminal,chip,US,73.16,18,3,0,7.59,5.73,3,11,108.94,0.672,221.5,1,0,1,0,0,0
TXN00428,1400,61,2567,10000,grocery,pos,ios,swipe,US,75.9,11,3,0,2.05,26.26,3,16,120.83,0.628,216.7,1,0,0,1,0,0
TXN00429,1639,74,3094,15000,online_retail,pos,desktop,chip,IN,742.04,2,1,0,81.70910755941198,6.21,5,9,90.58,3.614,36.8,0,0,1,0,0,1
TXN00430,1032,36,2404,5000,online_retail,pos,android,card_not_present,GB,63.86,13,6,1,5.16,11.76,1,4,96.64,0.661,163.6,1,0,0,0,0,0
TXN00431,1687,35,627,15000,grocery,atm,pos_terminal,chip,IN,58.35,1,3,0,2.03,26.4,2,8,83.45,0.699,352.8,0,0,1,1,0,0
TXN00432,1459,62,3092,50000,grocery,pos,pos_terminal,chip,IN,39.41,1,1,0,15.35,2.83,2,9,29.72,1.326,86.8,0,0,1,1,0,0
TXN00433,1954,64,2366,5000,online_retail,online,android,contactless,IN,66.65,3,4,0,2.34,48.13,1,11,101.27,0.658,223.0,0,1,0,1,0,0
TXN00434,1882,34,622,25000,fuel,pos,android,chip,IN,100.61,19,4,0,2.93,14.53,5,8,48.79,2.062,202.0,0,0,1,0,0,0
TXN00435,1469,36,1717,50000,luxury,pos,android,chip,IN,577.52,22,5,1,14.38,8.23,2,9,459.65,1.256,53.6,0,0,1,0,1,0
TXN00436,1374,38,602,50000,restaurant,mobile,android,chip,OTHER,107.19,15,6,1,2.95,6.76,2,10,125.19,0.856,451.6,1,0,1,0,0,0
TXN00437,1021,23,3455,50000,luxury,pos,pos_terminal,swipe,IN,570.42,9,1,0,4.22,37.04,1,10,588.84,0.969,149.2,0,0,0,0,1,0
TXN00438,1749,29,2105,15000,fuel,atm,ios,swipe,IN,29.08,12,0,0,3.42,2.76,4,7,30.56,0.952,79.0,0,0,0,0,0,0
TXN00439,1669,27,3031,50000,luxury,online,android,card_not_present,IN,91.17,1,4,0,0.99,4.48,1,9,123.43,0.739,32.3,0,1,0,0,1,0
TXN00440,1037,31,2120,25000,travel,pos,android,card_not_present,US,145.54,2,6,1,0.32,4.41,1,11,92.22,1.578,115.5,1,0,0,0,1,0
TXN00441,1229,41,1734,5000,electronics,mobile,pos_terminal,swipe,AE,100.0,18,5,1,10.31,4.09,1,4,157.85,0.634,235.8,1,0,0,0,1,0
TXN00442,1364,45,2500,10000,grocery,pos,ios,chip,IN,52.1,5,0,0,8.29,7.59,2,12,48.19,1.081,175.9,0,0,1,0,0,0
TXN00443,1562,63,206,15000,grocery,mobile,ios,chip,IN,26.38,18,4,0,2.65,54.32,1,4,40.62,0.649,233.7,0,0,1,0,0,0
TXN00444,1437,28,558,10000,restaurant,pos,android,card_not_present,IN,18.57,20,4,0,2.8,26.36,1,5,15.97,1.163,282.4,0,0,0,0,0,0
TXN00445,1775,55,1663,15000,travel,mobile,pos_terminal,chip,IN,372.21,19,5,1,23.2,4.77,2,10,417.67,0.891,104.7,0,0,1,0,1,0
TXN00446,1282,39,995,15000,fuel,pos,pos_terminal,chip,IN,33.09,18,5,1,35.17,6.6,7,15,31.12,1.063,132.2,0,0,1,0,0,0
TXN00447,1026,41,1547,5000,online_retail,online,android,card_not_present,IN,103.21,7,2,0,5.13,13.29,1,6,125.0,0.826,773.9,0,1,0,1,0,0
TXN00448,1225,51,227,15000,fuel,atm,android,swipe,IN,76.35,13,3,0,12.97,0.21,3,12,47.36,1.612,619.9,0,0,0,0,0,0
TXN00449,1276,26,2687,25000,online_retail,mobile,android,chip,SG,107.91,9,3,0,10.68,20.59,3,8,95.04,1.135,96.4,1,0,1,1,0,0
TXN00450,1797,47,2919,10000,electronics,mobile,android,chip,IN,61.22,2,0,0,2.82,25.42,2,6,29.51,2.075,208.0,0,0,1,0,1,0
TXN00451,1608,44,882,5000,restaurant,atm,ios,card_not_present,GB,56.39,5,3,0,0.48,23.36,3,12,63.03,0.895,56.1,1,0,0,0,0,0
TXN00452,1283,48,3618,5000,restaurant,mobile,pos_terminal,card_not_present,GB,51.45,14,0,0,1.23,5.64,6,13,80.02,0.643,29.8,1,0,0,0,0,0
TXN00453,1878,46,1567,10000,travel,pos,ios,card_not_present,SG,204.29,22,6,1,14.58,7.44,0,10,92.97,2.197,263.3,1,0,0,0,1,0
TXN00454,1959,76,2099,50000,electronics,pos,pos_terminal,swipe,IN,77.16,22,4,0,10.51,0.15,2,7,91.94,0.839,103.1,0,0,0,0,1,0
TXN00455,1480,33,3213,10000,electronics,pos,ios,contactless,IN,235.49,17,2,0,8.73,6.12,6,12,313.23,0.752,35.1,0,0,0,0,1,0
TXN00456,1452,34,1110,15000,restaurant,pos,desktop,card_not_present,IN,98.75,13,2,0,1.12,7.4,4,9,64.75,1.525,256.0,0,0,0,0,0,0
TXN00457,1828,33,3167,10000,electronics,pos,desktop,card_not_present,US,60.43,18,4,0,8.17,28.5,0,6,43.97,1.374,444.1,1,0,0,0,1,0
TXN00458,1815,34,2919,10000,fuel,online,android,chip,SG,37.96,9,5,1,11.83,26.93,3,6,24.37,1.558,487.3,1,1,1,1,0,0
TXN00459,1658,33,127,25000,grocery,pos,ios,card_not_present,AE,48.38,14,1,0,15.76,40.61,0,7,36.62,1.321,163.3,1,0,0,0,0,0
TXN00460,1515,58,3245,15000,travel,online,ios,chip,GB,742.61,3,1,0,0.11,25.96,0,4,395.14,1.879,117.6,1,1,1,0,1,0
TXN00461,1546,61,1933,5000,online_retail,pos,android,chip,IN,67.37,22,3,0,9.23,0.1,4,13,56.89,1.184,27.5,0,0,1,1,0,0
TXN00462,1191,34,464,10000,atm_withdrawal,pos,ios,contactless,SG,433.84,1,5,1,0.15,12.31,3,10,365.6,1.187,283.3,1,0,0,1,1,0
TXN00463,1048,30,666,5000,fuel,online,ios,swipe,IN,22.35,2,0,0,9.82,0.85,2,10,30.59,0.731,523.1,0,1,0,1,0,0
TXN00464,1511,48,3187,10000,electronics,atm,pos_terminal,card_not_present,IN,82.45,6,6,1,8.08,3.82,2,9,112.23,0.735,396.4,0,0,0,0,1,0
TXN00465,1016,34,617,15000,restaurant,online,ios,chip,IN,96.26,22,2,0,1.28,10.36,0,4,130.54,0.737,250.8,0,1,1,1,0,0
TXN00466,1171,50,373,5000,restaurant,online,pos_terminal,contactless,IN,1637.06,0,3,0,72.94840332483122,14.47,7,8,16.33,3.788,0.8,0,1,0,1,0,1
TXN00467,1219,44,1347,10000,electronics,pos,ios,card_not_present,AE,1193.27,9,4,0,46.11299202040104,12.76,5,6,254.91,2.696,94.3,1,0,0,0,1,1
TXN00468,1157,20,2009,10000,travel,online,desktop,card_not_present,IN,340.18,18,5,1,14.01,0.6,4,10,303.83,1.12,95.2,0,1,0,0,1,0
TXN00469,1476,63,600,50000,electronics,pos,ios,chip,SG,1173.08,16,2,0,53.07574351629268,1.31,4,10,119.0,3.237,404.6,1,0,1,1,1,1
TXN00470,1045,67,640,50000,luxury,pos,pos_terminal,swipe,SG,474.5,18,0,0,9.34,1.65,1,8,521.15,0.91,12.2,1,0,0,1,1,0
TXN00471,1372,33,1757,5000,grocery,online,ios,contactless,US,22.15,4,0,0,20.58,1.15,1,6,33.79,0.656,136.4,1,1,0,0,0,0
TXN00472,1517,36,2320,25000,luxury,pos,ios,chip,IN,503.63,22,1,0,3.32,2.36,3,7,373.39,1.349,26.3,0,0,1,0,1,0
TXN00473,1098,46,1884,10000,restaurant,pos,ios,card_not_present,AE,55.53,19,3,0,5.59,14.0,2,7,52.79,1.052,195.4,1,0,0,1,0,0
TXN00474,1891,46,2638,10000,online_retail,mobile,ios,card_not_present,SG,63.63,12,4,0,4.98,21.32,2,7,75.47,0.843,282.9,1,0,0,0,0,0
TXN00475,1744,51,989,25000,grocery,mobile,android,chip,IN,32.62,12,2,0,1.37,6.31,0,3,46.11,0.707,184.9,0,0,1,0,0,0
TXN00476,1036,70,2109,50000,travel,pos,android,chip,IN,460.01,10,6,1,7.14,14.16,3,9,323.85,1.42,284.9,0,0,1,1,1,0
TXN00477,1279,39,2468,50000,travel,pos,android,chip,SG,996.48,10,0,0,10.87,2.68,2,8,733.76,1.358,168.3,1,0,1,1,1,0
TXN00478,1348,30,2354,15000,grocery,pos,pos_terminal,card_not_present,AE,38.87,15,2,0,19.9,43.47,1,8,56.84,0.684,37.9,1,0,0,1,0,0
TXN00479,1496,22,561,10000,online_retail,pos,android,chip,SG,125.59,14,4,0,15.22,5.17,3,9,62.33,2.015,86.8,1,0,1,0,0,0
TXN00480,1301,31,1207,25000,luxury,mobile,android,swipe,AE,743.45,22,2,0,112.65675802259112,22.44,7,4,397.3,2.217,565.8,1,0,0,0,1,1
TXN00481,1180,41,2460,10000,online_retail,pos,desktop,swipe,SG,38.41,21,3,0,10.16,34.89,1,10,55.02,0.698,61.2,1,0,0,1,0,0
TXN00482,1606,67,1121,15000,restaurant,atm,android,contactless,IN,70.57,17,1,0,12.91,24.0,2,11,106.28,0.664,11.7,0,0,0,0,0,0
TXN00483,1098,34,1931,10000,grocery,pos,ios,chip,IN,39.58,18,2,0,5.44,0.83,2,8,16.43,2.409,87.5,0,0,1,1,0,0
TXN00484,1699,45,913,15000,travel,mobile,android,chip,IN,744.48,3,5,1,0.98,12.61,2,9,628.04,1.185,82.1,0,0,1,0,1,0
TXN00485,1992,41,2291,10000,grocery,pos,pos_terminal,card_not_present,US,93.28,21,1,0,4.61,1.54,1,9,66.11,1.411,114.4,1,0,0,0,0,0
TXN00486,1115,58,1708,5000,online_retail,atm,pos_terminal,card_not_present,US,126.92,21,4,0,14.79,0.07,3,13,137.28,0.925,147.9,1,0,0,0,0,0
TXN00487,1190,77,2453,50000,luxury,pos,pos_terminal,card_not_present,IN,1078.51,22,1,0,62.53045555871654,0.64,6,7,1090.52,5.114,878.9,0,0,0,0,1,1
TXN00488,1252,34,2821,5000,online_retail,online,ios,chip,SG,1297.99,1,2,0,110.14355616139775,29.74,8,12,19.45,3.892,254.1,1,1,1,0,0,1
TXN00489,1980,35,2290,15000,grocery,pos,desktop,chip,IN,57.46,6,2,0,1.64,28.69,1,7,58.34,0.985,6.6,0,0,1,0,0,0
TXN00490,1927,56,2156,10000,electronics,pos,android,contactless,IN,401.84,1,5,1,26.67,3.07,1,7,426.66,0.942,224.5,0,0,0,0,1,0
TXN00491,1982,51,1779,5000,online_retail,mobile,android,chip,IN,39.75,0,0,0,4.14,9.5,4,13,35.66,1.115,312.9,0,0,1,0,0,0
TXN00492,1160,67,2705,5000,travel,mobile,android,card_not_present,IN,401.93,11,5,1,8.48,37.22,0,4,232.0,1.732,406.8,0,0,0,1,1,0
TXN00493,1255,50,2681,5000,atm_withdrawal,mobile,ios,contactless,IN,84.53,9,2,0,0.15,8.24,2,4,64.58,1.309,99.3,0,0,0,0,1,0
TXN00494,1322,36,811,25000,restaurant,online,ios,chip,IN,96.78,7,6,1,1.09,6.0,6,9,67.4,1.436,67.7,0,1,1,1,0,0
TXN00495,1127,50,3482,10000,online_retail,atm,ios,card_not_present,IN,47.29,0,1,0,12.19,7.92,2,5,64.38,0.735,329.1,0,0,0,0,0,0
TXN00496,1017,57,3078,50000,electronics,pos,android,card_not_present,IN,161.64,11,5,1,27.53,18.74,3,9,170.53,0.948,270.6,0,0,0,0,1,0
TXN00497,1792,53,2757,15000,fuel,pos,ios,chip,SG,46.48,1,5,1,3.09,7.78,2,7,35.11,1.324,138.2,1,0,1,0,0,0
TXN00498,1734,49,2135,10000,grocery,pos,desktop,contactless,IN,155.06,9,6,1,0.3,18.35,3,7,153.03,1.013,22.6,0,0,0,1,0,0
TXN00499,1565,56,3127,15000,electronics,online,ios,chip,OTHER,434.43,21,6,1,3.58,6.78,4,6,287.87,1.509,189.9,1,1,1,0,1,0
TXN00500,1569,58,910,15000,travel,pos,desktop,swipe,IN,971.07,16,6,1,0.14,3.48,1,5,604.15,1.607,12.2,0,0,0,0,1,0
TXN00501,1322,61,476,25000,online_retail,pos,android,chip,IN,29.51,2,0,0,1.71,4.74,1,9,42.26,0.698,19.0,0,0,1,0,0,0
TXN00502,1871,51,2143,10000,online_retail,online,pos_terminal,contactless,IN,39.8,6,2,0,11.17,0.97,2,11,61.04,0.652,72.4,0,1,0,1,0,0
TXN00503,1685,39,1813,10000,grocery,atm,ios,card_not_present,IN,93.96,11,2,0,22.13,8.26,5,11,46.61,2.016,83.5,0,0,0,1,0,1
TXN00504,1791,44,1307,25000,electronics,pos,android,contactless,AE,94.95,7,4,0,0.73,1.92,0,3,125.13,0.759,111.6,1,0,0,0,1,0
TXN00505,1625,58,2021,50000,fuel,pos,android,chip,IN,41.47,19,0,0,6.53,20.03,0,4,39.15,1.059,74.6,0,0,1,0,0,0
TXN00506,1287,30,1097,25000,grocery,pos,ios,contactless,GB,139.37,11,4,0,2.34,6.55,4,12,120.8,1.154,6.2,1,0,0,1,0,0
